 2   5.000   0.685
 2   5.453   0.461
 2   5.946   0.203
 2   6.484  -0.088
 2   7.071  -0.410
 2   7.711  -0.759
 2   8.409  -1.131
 2   9.170  -1.519
 2  10.000  -1.917
 2  10.905  -2.316
 2  11.892  -2.708
 2  12.968  -3.083
 2  14.142  -3.433
 2  15.422  -3.747
 2  16.818  -4.018
 2  18.340  -4.238
 2  20.000  -4.396
 2  21.810  -4.483
 2  23.784  -4.488
 2  25.937  -4.393
 2  28.284  -4.179
 2  30.844  -3.818
 2  33.636  -3.278
 2  36.680  -2.520
 2  40.000  -1.502
 4   5.000  -1.023
 4   5.453  -1.378
 4   5.946  -1.766
 4   6.484  -2.181
 4   7.071  -2.620
 4   7.711  -3.073
 4   8.409  -3.535
 4   9.170  -3.996
 4  10.000  -4.448
 4  10.905  -4.880
 4  11.892  -5.284
 4  12.968  -5.651
 4  14.142  -5.975
 4  15.422  -6.249
 4  16.818  -6.469
 4  18.340  -6.632
 4  20.000  -6.734
 4  21.810  -6.774
 4  23.784  -6.750
 4  25.937  -6.658
 4  28.284  -6.492
 4  30.844  -6.243
 4  33.636  -5.898
 4  36.680  -5.441
 4  40.000  -4.850
 6   5.000  -1.886
 6   5.453  -2.324
 6   5.946  -2.783
 6   6.484  -3.257
 6   7.071  -3.737
 6   7.711  -4.214
 6   8.409  -4.679
 6   9.170  -5.123
 6  10.000  -5.538
 6  10.905  -5.916
 6  11.892  -6.251
 6  12.968  -6.538
 6  14.142  -6.775
 6  15.422  -6.961
 6  16.818  -7.097
 6  18.340  -7.185
 6  20.000  -7.227
 6  21.810  -7.227
 6  23.784  -7.186
 6  25.937  -7.108
 6  28.284  -6.991
 6  30.844  -6.833
 6  33.636  -6.628
 6  36.680  -6.367
 6  40.000  -6.035
 8   5.000  -2.934
 8   5.453  -3.412
 8   5.946  -3.897
 8   6.484  -4.379
 8   7.071  -4.850
 8   7.711  -5.300
 8   8.409  -5.719
 8   9.170  -6.101
 8  10.000  -6.438
 8  10.905  -6.726
 8  11.892  -6.965
 8  12.968  -7.154
 8  14.142  -7.296
 8  15.422  -7.397
 8  16.818  -7.462
 8  18.340  -7.496
 8  20.000  -7.503
 8  21.810  -7.487
 8  23.784  -7.450
 8  25.937  -7.390
 8  28.284  -7.307
 8  30.844  -7.197
 8  33.636  -7.055
 8  36.680  -6.877
 8  40.000  -6.655
10   5.000  -3.771
10   5.453  -4.259
10   5.946  -4.738
10   6.484  -5.199
10   7.071  -5.631
10   7.711  -6.027
10   8.409  -6.379
10   9.170  -6.683
10  10.000  -6.936
10  10.905  -7.140
10  11.892  -7.297
10  12.968  -7.413
10  14.142  -7.493
10  15.422  -7.545
10  16.818  -7.574
10  18.340  -7.586
10  20.000  -7.583
10  21.810  -7.568
10  23.784  -7.542
10  25.937  -7.502
10  28.284  -7.449
10  30.844  -7.377
10  33.636  -7.284
10  36.680  -7.164
10  40.000  -7.012
12   5.000  -4.533
12   5.453  -5.006
12   5.946  -5.455
12   6.484  -5.872
