12   7.071  -6.247
12   7.711  -6.575
12   8.409  -6.853
12   9.170  -7.080
12  10.000  -7.258
12  10.905  -7.392
12  11.892  -7.488
12  12.968  -7.553
12  14.142  -7.594
12  15.422  -7.618
12  16.818  -7.629
12  18.340  -7.631
12  20.000  -7.625
12  21.810  -7.613
12  23.784  -7.593
12  25.937  -7.566
12  28.284  -7.529
12  30.844  -7.480
12  33.636  -7.416
12  36.680  -7.333
12  40.000  -7.226
14   5.000  -5.168
14   5.453  -5.608
14   5.946  -6.012
14   6.484  -6.373
14   7.071  -6.685
14   7.711  -6.945
14   8.409  -7.154
14   9.170  -7.316
14  10.000  -7.436
14  10.905  -7.520
14  11.892  -7.576
14  12.968  -7.612
14  14.142  -7.633
14  15.422  -7.644
14  16.818  -7.648
14  18.340  -7.647
14  20.000  -7.642
14  21.810  -7.633
14  23.784  -7.620
14  25.937  -7.602
14  28.284  -7.577
14  30.844  -7.543
14  33.636  -7.498
14  36.680  -7.439
14  40.000  -7.361
16   5.000  -5.700
16   5.453  -6.097
16   5.946  -6.448
16   6.484  -6.750
16   7.071  -7.000
16   7.711  -7.199
16   8.409  -7.352
16   9.170  -7.463
16  10.000  -7.540
16  10.905  -7.591
16  11.892  -7.623
16  12.968  -7.642
16  14.142  -7.652
16  15.422  -7.657
16  16.818  -7.657
16  18.340  -7.656
16  20.000  -7.652
16  21.810  -7.646
16  23.784  -7.637
16  25.937  -7.624
16  28.284  -7.607
16  30.844  -7.583
16  33.636  -7.550
16  36.680  -7.507
16  40.000  -7.450
18   5.000  -6.133
18   5.453  -6.481
18   5.946  -6.779
18   6.484  -7.024
18   7.071  -7.218
18   7.711  -7.366
18   8.409  -7.473
18   9.170  -7.547
18  10.000  -7.597
18  10.905  -7.627
18  11.892  -7.645
18  12.968  -7.654
18  14.142  -7.659
18  15.422  -7.661
18  16.818  -7.661
18  18.340  -7.660
18  20.000  -7.657
18  21.810  -7.653
18  23.784  -7.647
18  25.937  -7.638
18  28.284  -7.626
18  30.844  -7.608
18  33.636  -7.585
18  36.680  -7.553
18  40.000  -7.510
20   5.000  -6.483
20   5.453  -6.781
20   5.946  -7.026
20   6.484  -7.221
20   7.071  -7.368
20   7.711  -7.475
20   8.409  -7.549
20   9.170  -7.598
20  10.000  -7.628
20  10.905  -7.646
20  11.892  -7.656
20  12.968  -7.660
20  14.142  -7.663
20  15.422  -7.663
20  16.818  -7.663
20  18.340  -7.662
20  20.000  -7.660
20  21.810  -7.657
20  23.784  -7.653
20  25.937  -7.647
20  28.284  -7.638
20  30.844  -7.625
20  33.636  -7.608
20  36.680  -7.584
20  40.000  -7.552
