 2   5.000   2.598
 2   5.453   2.473
 2   5.946   2.359
 2   6.484   2.255
 2   7.071   2.159
 2   7.711   2.071
 2   8.409   1.990
 2   9.170   1.916
 2  10.000   1.848
 2  10.905   1.786
 2  11.892   1.729
 2  12.968   1.678
 2  14.142   1.632
 2  15.422   1.589
 2  16.818   1.551
 2  18.340   1.516
 2  20.000   1.482
 2  21.810   1.450
 2  23.784   1.419
 2  25.937   1.386
 2  28.284   1.353
 2  30.844   1.319
 2  33.636   1.283
 2  36.680   1.246
 2  40.000   1.209
 4   5.000   2.907
 4   5.453   2.744
 4   5.946   2.595
 4   6.484   2.461
 4   7.071   2.339
 4   7.711   2.229
 4   8.409   2.129
 4   9.170   2.040
 4  10.000   1.960
 4  10.905   1.888
 4  11.892   1.824
 4  12.968   1.767
 4  14.142   1.717
 4  15.422   1.673
 4  16.818   1.634
 4  18.340   1.599
 4  20.000   1.568
 4  21.810   1.538
 4  23.784   1.510
 4  25.937   1.482
 4  28.284   1.454
 4  30.844   1.425
 4  33.636   1.395
 4  36.680   1.363
 4  40.000   1.329
 6   5.000   2.468
 6   5.453   2.350
 6   5.946   2.243
 6   6.484   2.148
 6   7.071   2.063
 6   7.711   1.988
 6   8.409   1.921
 6   9.170   1.864
 6  10.000   1.814
 6  10.905   1.772
 6  11.892   1.736
 6  12.968   1.706
 6  14.142   1.681
 6  15.422   1.659
 6  16.818   1.639
 6  18.340   1.619
 6  20.000   1.601
 6  21.810   1.581
 6  23.784   1.560
 6  25.937   1.538
 6  28.284   1.515
 6  30.844   1.490
 6  33.636   1.464
 6  36.680   1.437
 6  40.000   1.408
 8   5.000   2.467
 8   5.453   2.341
 8   5.946   2.230
 8   6.484   2.133
 8   7.071   2.048
 8   7.711   1.975
 8   8.409   1.912
 8   9.170   1.860
 8  10.000   1.816
 8  10.905   1.780
 8  11.892   1.751
 8  12.968   1.728
 8  14.142   1.708
 8  15.422   1.692
 8  16.818   1.677
 8  18.340   1.662
 8  20.000   1.647
 8  21.810   1.630
 8  23.784   1.611
 8  25.937   1.591
 8  28.284   1.569
 8  30.844   1.546
 8  33.636   1.521
 8  36.680   1.495
 8  40.000   1.468
10   5.000   2.232
10   5.453   2.137
10   5.946   2.054
10   6.484   1.981
10   7.071   1.919
10   7.711   1.867
10   8.409   1.824
10   9.170   1.790
10  10.000   1.764
10  10.905   1.744
10  11.892   1.730
10  12.968   1.718
10  14.142   1.709
10  15.422   1.701
10  16.818   1.692
10  18.340   1.683
10  20.000   1.671
10  21.810   1.658
10  23.784   1.643
10  25.937   1.626
10  28.284   1.607
10  30.844   1.587
10  33.636   1.564
10  36.680   1.540
10  40.000   1.515
12   5.000   2.162
12   5.453   2.075
12   5.946   2.000
12   6.484   1.936
12   7.071   1.883
12   7.711   1.840
12   8.409   1.806
12   9.170   1.780
12  10.000   1.760
12  10.905   1.746
12  11.892   1.736
12  12.968   1.728
12  14.142   1.722
12  15.422   1.716
12  16.818   1.709
12  18.340   1.701
12  20.000   1.692
12  21.810   1.681
12  23.784   1.668
12  25.937   1.653
12  28.284   1.637
12  30.844   1.618
12  33.636   1.598
12  36.680   1.576
12  40.000   1.553
14   5.000   2.055
14   5.453   1.982
14   5.946   1.921
14   6.484   1.870
14   7.071   1.829
14   7.711   1.797
14   8.409   1.774
14   9.170   1.757
14  10.000   1.746
14  10.905   1.738
14  11.892   1.733
14  12.968   1.729
14  14.142   1.726
14  15.422   1.722
14  16.818   1.717
14  18.340   1.712
14  20.000   1.704
14  21.810   1.696
14  23.784   1.685
14  25.937   1.673
14  28.284   1.659
14  30.844   1.643
14  33.636   1.625
14  36.680   1.605
14  40.000   1.583
16   5.000   1.995
16   5.453   1.931
16   5.946   1.879
16   6.484   1.837
16   7.071   1.805
16   7.711   1.781
16   8.409   1.764
16   9.170   1.753
16  10.000   1.745
16  10.905   1.740
16  11.892   1.737
16  12.968   1.734
16  14.142   1.732
16  15.422   1.729
16  16.818   1.725
16  18.340   1.720
16  20.000   1.714
16  21.810   1.707
16  23.784   1.698
16  25.937   1.688
16  28.284   1.676
16  30.844   1.662
16  33.636   1.646
16  36.680   1.628
16  40.000   1.609
18   5.000   1.936
18   5.453   1.882
18   5.946   1.839
18   6.484   1.806
18   7.071   1.782
18   7.711   1.764
18   8.409   1.753
18   9.170   1.746
18  10.000   1.741
18  10.905   1.738
18  11.892   1.736
18  12.968   1.735
18  14.142   1.734
18  15.422   1.732
18  16.818   1.729
18  18.340   1.726
18  20.000   1.721
18  21.810   1.715
18  23.784   1.708
18  25.937   1.700
18  28.284   1.689
18  30.844   1.677
18  33.636   1.663
18  36.680   1.647
18  40.000   1.630
20   5.000   1.894
20   5.453   1.849
20   5.946   1.814
20   6.484   1.788
20   7.071   1.769
20   7.711   1.757
20   8.409   1.749
20   9.170   1.744
20  10.000   1.741
20  10.905   1.739
20  11.892   1.738
20  12.968   1.737
20  14.142   1.736
20  15.422   1.734
20  16.818   1.732
20  18.340   1.730
20  20.000   1.726
20  21.810   1.721
20  23.784   1.716
20  25.937   1.708
20  28.284   1.700
20  30.844   1.689
20  33.636   1.677
20  36.680   1.663
20  40.000   1.647
